Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Massachusetts,US,2021-03-03T05:30:49Z,42.2302,-71.5301,582844,16182,494740,71922,25,8456.202340426982,16317937,NA,2.776386134197144,84000025,USA,236749.07359489,NA
Michigan,US,2021-03-03T05:30:49Z,43.3266,-84.5361,649057,16544,541258,91255,26,6499.111782615893,10358755,NA,2.5489286765260992,84000026,USA,103723.8742879767,NA
Minnesota,US,2021-03-03T05:30:49Z,45.6945,-93.9002,485655,6558,472470,6627,27,8611.46613821611,6943992,NA,1.3503412916576585,84000027,USA,123128.45944558085,NA
Mississippi,US,2021-03-03T05:30:49Z,32.7416,-89.6787,295295,6724,278162,10409,28,9922.050273692614,1754669,NA,2.277044988909396,84000028,USA,58957.700034507674,NA
Missouri,US,2021-03-03T05:30:49Z,38.4561,-92.2884,495812,8297,NA,487515,29,8078.498028815979,4497905,NA,1.6734165369131848,84000029,USA,73286.48091676188,NA
Montana,US,2021-03-03T05:30:49Z,46.9219,-110.4544,100158,1372,97199,1587,30,9371.263255793065,1086339,NA,1.3698356596577408,84000030,USA,101643.09145584957,NA
Nebraska,US,2021-03-03T05:30:49Z,41.1254,-98.2681,201346,2084,155712,43550,31,10408.662495192328,2382251,NA,1.0350342197014095,84000031,USA,123151.4241049458,NA
Nevada,US,2021-03-03T05:30:49Z,38.3135,-117.0554,294289,4967,NA,289322,32,9554.35374052483,2729627,NA,1.6877966896486107,84000032,USA,88619.76471321582,NA
New Hampshire,US,2021-03-03T05:30:49Z,43.4525,-71.5639,75803,1170,72359,2274,33,5574.934673618144,1465475,NA,1.5434745326702108,84000033,USA,107778.41761962652,NA
New Jersey,US,2021-03-03T05:30:49Z,40.2989,-74.521,795785,23321,NA,772464,34,8959.333227503577,10779311,NA,2.9305654165383865,84000034,USA,121358.707706095,NA
New Mexico,US,2021-03-03T05:30:49Z,34.8405,-106.2485,185542,3740,148641,33161,35,8848.694862575823,2710151,NA,2.015716118183484,84000035,USA,129249.97698906301,NA
New York,US,2021-03-03T05:30:49Z,42.1657,-74.9481,1656684,47818,NA,1608866,36,8516.096358913413,38409107,NA,2.8863681909163117,84000036,USA,197439.98026890808,NA
North Carolina,US,2021-03-03T05:30:49Z,35.6301,-79.8064,863409,11288,NA,852121,37,8232.28532494591,10422010,NA,1.3073757628192433,84000037,USA,99370.00885957817,NA
North Dakota,US,2021-03-03T05:30:49Z,47.5289,-99.784,99957,1477,97934,546,38,13116.649301500403,1413141,NA,1.4776353832147824,84000038,USA,185436.48679503766,NA
Northern Mariana Islands,US,2021-03-03T05:30:49Z,15.0979,145.6739,144,2,29,113,69,261.13448425939356,17572,NA,1.3888888888888888,580,MNP,31865.660815319887,NA
Ohio,US,2021-03-03T05:30:49Z,40.3888,-82.7649,970583,16750,914893,36635,39,8288.696306815751,10084481,NA,1.7903256770230185,84000039,USA,86272.5188423403,NA
Oklahoma,US,2021-03-03T05:30:49Z,35.5653,-96.9289,424999,4534,407934,12531,40,10740.51338763918,3525279,NA,1.0668260395906817,84000040,USA,89090.34208236553,NA
Oregon,US,2021-03-03T05:30:49Z,44.572,-122.0709,156037,2225,NA,153812,41,3699.543143633659,3748444,NA,1.4259438466517558,84000041,USA,88873.34606211814,NA
Pennsylvania,US,2021-03-03T05:30:49Z,40.5908,-77.2098,938296,24062,851608,62626,42,7329.2985957104,10476323,NA,2.564435956244085,84000042,USA,81833.55726988986,NA
Puerto Rico,US,2021-03-03T05:30:49Z,18.2208,-66.5901,100735,2040,91134,7561,72,3154.1844647608696,406707,NA,2.0251154017967936,630,PRI,12734.689046602462,NA
Rhode Island,US,2021-03-03T05:30:49Z,41.6809,-71.5118,126849,2525,NA,124324,44,11974.105144516365,3022306,NA,1.9905557000843523,84000044,USA,285295.1921016537,NA
South Carolina,US,2021-03-03T05:30:49Z,33.8569,-80.945,518823,8576,230793,279454,45,10076.749262048737,5068421,NA,1.6529722082482852,84000045,USA,98440.52320637736,NA
South Dakota,US,2021-03-03T05:30:49Z,44.2998,-99.4388,112652,1888,108789,1975,46,12733.94607413704,423463,NA,1.6759578169939282,84000046,USA,47867.3703653046,NA
Tennessee,US,2021-03-03T05:30:49Z,35.7478,-86.6923,776337,11436,751776,13125,47,11367.948744606596,6797475,NA,1.4730716170941227,84000047,USA,99535.8296625624,NA
Texas,US,2021-03-03T05:30:49Z,31.0545,-97.5635,2668091,44186,2441822,182083,48,9201.620740545874,19643058,NA,1.6560904406933648,84000048,USA,67744.3047859108,NA
Utah,US,2021-03-03T05:30:49Z,40.15,-111.8624,371979,1949,353737,16293,49,11602.740896792784,2865473,NA,0.5239543092486404,84000049,USA,89379.61757452841,NA
Vermont,US,2021-03-03T05:30:49Z,44.0459,-72.7107,15372,206,12759,2407,50,2463.5049656324068,1078840,NA,1.3400988810824876,84000050,USA,172894.07345321792,NA
Virgin Islands,US,2021-03-03T05:30:49Z,18.3358,-64.8963,2646,25,2511,110,78,2466.718872357087,47871,NA,0.944822373393802,850,VIR,44627.475109072606,NA
Virginia,US,2021-03-03T05:30:49Z,37.7693,-78.17,578559,8943,NA,569616,51,6778.25214846338,5928679,NA,1.5457369084224772,84000051,USA,69458.91632365882,NA
Washington,US,2021-03-03T05:30:49Z,47.4009,-121.4905,341441,4988,NA,336453,53,4483.8581448222585,5280330,NA,1.4608673240764876,84000053,USA,69342.14308723707,NA
West Virginia,US,2021-03-03T05:30:49Z,38.4912,-80.9545,132184,2301,123191,6692,54,7375.7342450145,2216628,NA,1.7407553107789142,84000054,USA,123685.6128431429,NA
Wisconsin,US,2021-03-03T05:30:49Z,44.2685,-89.6165,618307,7050,550730,60527,55,10619.390447362735,6938594,NA,1.1402102838881008,84000055,USA,119169.98973281619,NA
Wyoming,US,2021-03-03T05:30:49Z,42.756,-107.3025,54527,682,53339,506,56,9421.365369696196,641380,NA,1.2507565059511798,84000056,USA,110819.87493930981,NA
